epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.1353,2.37105,4.30628,1.35921,0.00142,0.29167,0.01085,0.00805,2.11172,4.34055,1.17169,0.00040008,0.00040008,0.00040008
